Title,URL,Short Intro,Category,Sub-Category,Course Type,Language,Subtitle Languages,Skills,Instructors,Rating,Number of viewers,Duration,Site
Google Cloud Big Data and Machine Learning Fundamentals 日本語版,https://www.coursera.org/learn/gcp-big-data-ml-fundamentals-jp?specialization=gcp-data-machine-learning-jp,このコースでは、データから AI へのライフサイクルをサポートする Google Cloud のビッグデータと機械学習のプロダクトおよびサービスを紹介します。Google Cloud で Vertex AI を使用して、ビッグデータ パイプラインと機械学習モデルを構築するためのプロセス、課題、メリットについて説明します。,Data Science,Machine Learning,Course,Japanese,"Subtitles: Japanese, English","Tensorflow,Bigquery,Google Cloud Platform,Cloud Computing,",Google Cloud Training,4.5stars,230,Approx. 11 hours to complete,Coursera
Text Retrieval and Search Engines,https://www.coursera.org/learn/text-retrieval?specialization=data-mining,"Recent years have seen a dramatic growth of natural language text data, including web pages, news articles, scientific literature, emails, enterprise documents, and social media such as blog articles, forum posts, product reviews, and tweets. Text data are unique in that they are usually generated directly by humans rather than a computer system or sensors, and are thus especially valuable for discovering knowledge about people’s opinions and preferences, in addition to many other kinds of knowledge that we encode in text. ",Data Science,Data Analysis,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish","Information Retrieval (IR),Document Retrieval,Machine Learning,Recommender Systems,",ChengXiang Zhai,4.5stars,930,Approx. 30 hours to complete,Coursera
Using Machine Learning in Trading and Finance,https://www.coursera.org/learn/machine-learning-trading-finance?specialization=machine-learning-trading,"This course provides the foundation for developing advanced trading strategies using machine learning techniques. In this course, you’ll review the key components that are common to every trading strategy, no matter how complex. You’ll be introduced to multiple trading strategies including quantitative trading, pairs trading, and momentum trading. By the end of the course, you will be able to design basic quantitative trading strategies, build machine learning models using Keras and TensorFlow, build a pair trading strategy prediction model and back test it, and build a momentum-based trading model and back test it.",Data Science,Machine Learning,Course,English,Subtitles: English,"Algorithmic Trading,Python Programming,Machine Learning,",Jack Farmer,4.0stars,325,Approx. 18 hours to complete,Coursera
Global Trends for Business and Society,https://www.coursera.org/learn/wharton-global-trends-business?specialization=wharton-global-business-strategy,"In this course, you’ll learn to analyze rapidly changing global trends, their effects on consumer and labor markets, financial systems, and geopolitical relationships among countries all over the world. Professor Mauro Guillen of the Wharton School has designed this course to help you understand the magnitude of influence these trends have on the business world and society. Through real-world case studies, both historical and contemporary, you’ll examine how changes within one society affect others. By the end of this course, you’ll have gained the tools to be able to identify, analyze, and adapt to global changes as they affect your business and society.",Social Sciences,Governance and Society,Course,English,"Subtitles: French, Portuguese (European), Chinese (Simplified), Russian, English, Spanish","Global Financial Crisis,Trend Analysis,Economy,Trading,Strategic Management,",Mauro Guillen,4.8stars,872,Approx. 9 hours to complete,Coursera
Leading the Life You Want,https://www.coursera.org/learn/leading-the-life-you-want?specialization=wharton-success,"Pursue a meaningful life and improve your performance as a leader. Taught by acclaimed Wharton professor, best-selling author, and former Ford Motor Company executive and head of its Leadership Development Center, Stew Friedman, Leading the Life You Want provides you with the skills you need to lead in all four domains of your life: at work, at home, in the community, and in your private self (mind, body, and spirit). You'll explore the core principles of leadership and learn the skills you need to bring them to life. You learn how to find a greater sense of purpose, see how to convey values with stories, learn how to manage attention, feel less stressed, lead through serving others, and more. You'll see these skills illustrated in the inspiring yet imperfect lives of six remarkable leaders: Tom Tierney (former CEO of Bain), Sheryl Sandberg (COO of Facebook), Michelle Obama (former First Lady), Eric Greitens (Republican Governor of Missouri), Julie Foudy (world champion soccer star and three-time Olympic medalist), and Bruce Springsteen (world-famous rock musician). You'll have the opportunity to assess your own leadership skills, and learn simple, proven exercises to practice them. By the end of this course, you'll have the tools you need to develop your skills so you can grow as a leader in all areas of your life and create greater harmony among them.",Business,Leadership and Management,Course,English,"Subtitles: French, Portuguese (European), Russian, English, Spanish",,Stewart D.  Friedman,4.6stars,425,Approx. 11 hours to complete,Coursera
Machine Learning in the Enterprise,https://www.coursera.org/learn/art-science-ml?specialization=machine-learning-tensorflow-gcp,This course takes a real-world approach to the ML Workflow through a case study. An ML team faces several ML business requirements and use cases. The team must understand the tools required for data management and governance and consider the best approach for data preprocessing.,Data Science,Machine Learning,Course,English,Subtitles: English,"Tensorflow,Machine Learning,Cloud Computing,",Google Cloud Training,4.6stars,"1,432",Approx. 23 hours to complete,Coursera
The Search for Great Ideas: Harnessing creativity to empower innovation. ,https://www.coursera.org/learn/start-your-own-business-2-ideation?specialization=start-your-own-business,Where do great business ideas come from? We all have compelling business concepts that we've been thinking about for years. In this course we will explore how to use observational tools and other techniques for idea generation and we will talk about how to evaluate the good ideas from the bad. The goal is to settle on a business idea that you are not only passionate about but also has real market application.,Business,Entrepreneurship,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",,Ken Szymusiak,4.5stars,236,Approx. 6 hours to complete,Coursera
Text Mining and Analytics,https://www.coursera.org/learn/text-mining?specialization=data-mining,"This course will cover the major techniques for mining and analyzing text data to discover interesting patterns, extract useful knowledge, and support decision making, with an emphasis on statistical approaches that can be generally applied to arbitrary text data in any natural language with no or minimum human effort. ",Data Science,Data Analysis,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish","Data Clustering Algorithms,Text Mining,Probabilistic Models,Sentiment Analysis,",ChengXiang Zhai,4.5stars,702,Approx. 33 hours to complete,Coursera
"Designing, Running, and Analyzing Experiments",https://www.coursera.org/learn/designexperiments?specialization=interaction-design,"You may never be sure whether you have an effective user experience until you have tested it with users. In this course, you’ll learn how to design user-centered experiments, how to run such experiments, and how to analyze data from these experiments in order to evaluate and validate user experiences. You will work through real-world examples of experiments from the fields of UX, IxD, and HCI, understanding issues in experiment design and analysis. You will analyze multiple data sets using recipes given to you in the R statistical programming language -- no prior programming experience is assumed or required, but you will be required to read, understand, and modify code snippets provided to you. By the end of the course, you will be able to knowledgeably design, run, and analyze your own experiments that give statistical weight to your designs.",Computer Science,Design and Product,Course,English,"Subtitles: Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Portuguese (Brazilian), Vietnamese, German, Russian, English, Spanish","Experiment,Experimental Design,Statistical Model,R Programming,Statistics,",Scott  Klemmer,3.6stars,573,Approx. 15 hours to complete,Coursera
Flight mechanics - Propulsive balance and energy,https://www.coursera.org/learn/flight-mecha-balance?specialization=flight-mechanics-fundamentals,"This course is dedicated to energy management, i.e. speed and altitude control. ",Physical Science and Engineering,Physics and Astronomy,Course,English,Subtitles: English,,Eric Poquillon,4.8stars,20,Approx. 6 hours to complete,Coursera
Blockchain and Cryptocurrency Explained,https://www.coursera.org/learn/crypto-finance?specialization=financialtechnology,"The sudden rise in the value of Bitcoin and other cryptocurrencies, and its subsequent decline, focused the world’s attention on cryptocurrencies as a means of payment. Blockchain technology powers Bitcoin and has been hyped as the next new, transformative technology.",Business,Finance,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Cryptocurrency,decentralization algorithms,consensus algorithms,Blockchain,blockchain as a business solution,",Robert Dittmar,4.7stars,801,Approx. 8 hours to complete,Coursera
Device-based Models with TensorFlow Lite,https://www.coursera.org/learn/device-based-models-tensorflow?specialization=tensorflow-data-and-deployment,Bringing a machine learning model into the real world involves a lot more than just modeling. This Specialization will teach you how to navigate various deployment scenarios and use data more effectively to train your model.,Computer Science,Software Development,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","TensorFlow Lite,Mathematical Optimization,Machine Learning,Tensorflow,Object Detection,",Laurence Moroney,4.7stars,575,Approx. 10 hours to complete,Coursera
AI for Medical Prognosis ,https://www.coursera.org/learn/ai-for-medical-prognosis?specialization=ai-for-medicine,"AI is transforming the practice of medicine. It’s helping doctors diagnose patients more accurately, make predictions about patients’ future health, and recommend better treatments. This Specialization will give you practical experience in applying machine learning to concrete problems in medicine.",Data Science,Machine Learning,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Deep Learning,Machine Learning,time-to-event modeling,Random Forest,model tuning,",Pranav Rajpurkar,4.7stars,729,Approx. 29 hours to complete,Coursera
Organisational design: Know your organisation,https://www.coursera.org/learn/organisational-design-know-your-organisation?specialization=hr-management-leadership,"How do you lead your organisation when today’s work environment is so competitive and complex? When you become responsible for leading an organisation, your most important leadership challenge will be enabling your organisation to deliver on its strategy while ensuring it remains sufficiently agile. This course will prepare you to tackle this challenge. You will examine what organisational culture is, the primary organisational structures, and what we mean by ‘systems’, before building on your foundational knowledge and taking a more strategic perspective. The structured learning activities that complement this course (video lectures, quizzes, discussion prompts and written assessments) will not only prepare you to take your organisation forward in a more strategic direction, but to make better decisions along the way.",Business,Leadership and Management,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Value Chain,Organisational leadership,Organisational alignment,Change planning,",Professor Jaco Lok,4.9stars,"1,358",Approx. 19 hours to complete,Coursera
"Penetration Testing, Incident Response and Forensics",https://www.coursera.org/learn/ibm-penetration-testing-incident-response-forensics?specialization=security-analyst-fundamentals,This course gives you the background needed to gain Cybersecurity skills as part of the Cybersecurity Security Analyst Professional Certificate program. ,Information Technology,Security,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","scripting,forensics,Penetration Test,Cybersecurity,Computer Security Incident Management,",IBM Security Learning Services,4.6stars,"1,932",Approx. 15 hours to complete,Coursera
Surveillance Systems: The Building Blocks,https://www.coursera.org/learn/epidemiology-surveillance-systems?specialization=professional-epidemiology,"Epidemiology is often described as the cornerstone science and public health and public health surveillance is a cornerstone of epidemiology. This course will help you build your technical awareness and skills for working with a variety of surveillance systems. Along the way, we'll focus on system objectives, data reporting, the core surveillance attributes, and performance assessment. This course is designed for public health practitioners and anyone who wants to learn more about the basics of public health surveillance. If you develop or implement surveillance systems or aspire to do so or use the data resulting from surveillance, then this course is for you. It's s also for people who are interested in understanding more about this fundamental epidemiologic tool and public health practice.",Health,Public Health,Course,English,"Subtitles: French, Portuguese (European), Russian, English, Spanish","Data Collection,Epidemiology,surveillance,Disease Surveillance,","Emily Gurley, PhD, MPH",4.7stars,444,Approx. 5 hours to complete,Coursera
Clinical Trials Management and Advanced Operations,https://www.coursera.org/learn/clinical-trials-management-and-advanced-operations?specialization=clinical-trials-operations,"In this course, you’ll learn about the more advanced elements of managing clinical trials. From anticipating and planning for protocol events to conducting systematic reviews to synthesize evidence, you and your study team need the skills to implement best practices throughout the trial process. You’ll learn how to recognize and respond to problems and adverse events, comply with regulations, and participate in frameworks that promote transparency. You’ll also learn how systematic review and meta-analysis is used to synthesize evidence from multiple sources. Finally, you’ll learn how your research can benefit from the adoption and consistent use of standardized study documents.",Health,Public Health,Course,English,Subtitles: English,"Ethics,Reproducibility,Meta-Analysis,Compliance,Evidence Synthesis,","Ann-Margret Ervin, PhD, MPH",4.7stars,17,Approx. 4 hours to complete,Coursera
Creating a Portfolio ,https://www.coursera.org/learn/investment-portfolio?specialization=trading-strategy,This course integrates all the learning from the first three courses and guides the learner about ways of building a portfolio of strategies and integrating the same into a hedge fund. ,Business,Finance,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",,Ramabhadran Thirumalai,4.4stars,297,Approx. 9 hours to complete,Coursera
C++ Basics: Selection and Iteration,https://www.coursera.org/learn/codio-cpp-basics?specialization=hands-on-cpp,Code and run your first C++ program in minutes without installing anything!,Computer Science,Software Development,Course,English,Subtitles: English,"Iteration,Variables,C++,Computer Science,Conditionals,",Anh Le,4.6stars,578,Approx. 8 hours to complete,Coursera
Decentralized Finance (DeFi) Deep Dive,https://www.coursera.org/learn/decentralized-finance-deep-dive-duke?specialization=decentralized-finance-duke,"DeFi and the Future of Finance is a set of four courses that focus on decentralized finance. The third course is called DeFi Deep Dive. It is essential that you do the first two courses I. DeFi Infrastructure and II. DeFi Primitives before doing this course. It is the longest of the four courses and focuses on some of the leading protocols in the DeFi space. We will look at Credit and Lending (and feature MakerDAO, Compound and Aave), Decentralized Exchange with an analysis of how protocols like Uniswap and Balancer works, Derivatives (featuring Yield Protocol, dYdX and Synthetix) and Tokenization with an analysis of Set Protocol as well as wrapped bitcoin. For many of these leading protocols, we include detailed examples of how the mechanics work. For example, we show how to use a dYdX flash swap to execute an arbitrage transaction (take advantage of different prices on different exchanges for the same asset).",Business,Finance,Course,English,Subtitles: English,"Set Protocol’s tokenization method,Mechanics of Compound and Aave,dYdX’s derivatives implementation,Proficiency with MakerDAO,Constant function Automated Market Makers,",Cam Harvey,4.9stars,230,Approx. 7 hours to complete,Coursera
Machine Learning Foundations for Product Managers,https://www.coursera.org/learn/machine-learning-foundations-for-product-managers?specialization=ai-product-management-duke,"In this first course of the AI Product Management Specialization offered by Duke University's Pratt School of Engineering, you will build a foundational understanding of what machine learning is, how it works and when and why it is applied.  To successfully manage an AI team or product and work collaboratively with data scientists, software engineers, and customers you need to understand the basics of machine learning technology.  This course provides a non-coding introduction to machine learning, with focus on the process of developing models, ML model evaluation and interpretation, and the intuition behind common ML and deep learning algorithms.  The course will conclude with a hands-on project in which you will have a chance to train and optimize a machine learning model on a simple real-world problem.",Data Science,Machine Learning,Course,English,Subtitles: English,"Data Science,Artificial Neural Network,Machine Learning,Predictive Analytics,Modeling,",Jon Reifschneider,4.6stars,152,Approx. 15 hours to complete,Coursera
 Unsupervised Machine Learning,https://www.coursera.org/learn/ibm-unsupervised-machine-learning?specialization=ibm-intro-machine-learning,This course introduces you to one of the main types of Machine Learning: Unsupervised Learning. You will learn how to find insights from data sets that do not have a target or labeled variable. You will learn several clustering and dimension reduction algorithms for unsupervised learning as well as how to select the algorithm that best suits your data. The hands-on section of this course focuses on using best practices for unsupervised learning.,Data Science,Machine Learning,Course,English,Subtitles: English,"Dimensionality Reduction,Unsupervised Learning,Cluster Analysis,K Means Clustering,Principal Component Analysis (PCA),",Mark J Grover,4.7stars,181,Approx. 23 hours to complete,Coursera
Data Science Capstone,https://www.coursera.org/learn/data-science-project?specialization=jhu-data-science,"The capstone project class will allow students to create a usable/public data product that can be used to show your skills to potential employers. Projects will be drawn from real-world problems and will be conducted with industry, government, and academic partners.",Data Science,Data Analysis,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish","Data Science,Machine Learning,R Programming,Natural Language Processing,","Jeff Leek, PhD",4.5stars,"1,210",Approx. 5 hours to complete,Coursera
Strategy Implementation,https://www.coursera.org/learn/strategy-implementation?specialization=strategic-management,Even a thoroughly developed business strategy may fail if you don't pay enough attention to its implementation. This rings particularly true with strategies based on innovation or implemented in complex or fast-changing environments.,Business,Business Strategy,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish, Romanian","Strategic Management,Strategy Implementation,Performance Management,Strategic Planning,",Nicolai Pogrebnyakov,4.6stars,874,Approx. 19 hours to complete,Coursera
Modeling Risk and Realities,https://www.coursera.org/learn/wharton-risk-models?specialization=wharton-business-financial-modeling,"Useful quantitative models help you to make informed decisions both in situations in which the factors affecting your decision are clear, as well as in situations in which some important factors are not clear at all. In this course, you can learn how to create quantitative models to reflect complex realities, and how to include in your model elements of risk and uncertainty. You’ll also learn the methods for creating predictive models for identifying optimal choices; and how those choices change in response to changes in the model’s assumptions. You’ll also learn the basics of the measurement and management of risk. By the end of this course, you’ll be able to build your own models with your own data, so that you can begin making data-informed decisions. You’ll also be prepared for the next course in the Specialization.",Business,Business Essentials,Course,English,"Subtitles: French, Portuguese (European), Portuguese (Brazilian), Russian, English, Spanish","Modeling,Risk,Microsoft Excel,Simulation,",Sergei Savin,4.6stars,"2,159",Approx. 7 hours to complete,Coursera
Immunology: Innate Immune System,https://www.coursera.org/learn/immunology-innate-immune-system?specialization=immunology-the-immune-system-and-its-failures,"Our immune system relies on an innate and an adaptive arm that communicate and collaborate to provide us with an optimal response against pathogens. This course focuses on our innate immunity which provides us our first, fast and inherited defence against infections.",Health,Basic Science,Course,English,Subtitles: English,"Immunology,Tumour immunity,Autoimmunity,Infectious Diseases,",Sophie Rutschmann,,,Approx. 7 hours to complete,Coursera
Introduction to Graph Theory,https://www.coursera.org/learn/graphs?specialization=discrete-mathematics,"We invite you to a fascinating journey into Graph Theory — an area which connects the elegance of painting and the rigor of mathematics; is simple, but not unsophisticated. Graph Theory gives us, both an easy way to pictorially represent many major mathematical results, and insights into the deep theories behind them. ",Computer Science,Algorithms,Course,English,"Subtitles: Arabic, French, Portuguese (European), Greek, Italian, Vietnamese, German, Russian, English, Spanish",,Alexander S. Kulikov,4.5stars,917,Approx. 20 hours to complete,Coursera
Interaction Design Capstone Project,https://www.coursera.org/learn/interaction-design-capstone?specialization=interaction-design,"Apply the skills you learned during the sequence of courses -- from needfinding to visual design -- as you redesign a new interface, service, or product for your Interaction Design Capstone Project. We’re working with some exciting design teams in Silicon Valley across multiple industries to develop real-world design challenges for this final project. Upon completion, you will have a polished capstone project you can share in your design portfolio to highlight your work and document your design process.",Computer Science,Design and Product,Course,English,"Subtitles: French, Portuguese (European), Chinese (Simplified), Portuguese (Brazilian), Russian, English, Spanish","Usability Testing,User Research,User Experience (UX),User Interface,",Scott  Klemmer,4.5stars,158,Approx. 35 hours to complete,Coursera
Advanced Linear Models for Data Science 2: Statistical Linear Models,https://www.coursera.org/learn/linear-models-2?specialization=advanced-statistics-data-science,Welcome to the Advanced Linear Models for Data Science Class 2: Statistical Linear Models. This class is an introduction to least squares from a linear algebraic and mathematical perspective. Before beginning the class make sure that you have the following:,Data Science,Probability and Statistics,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",,"Brian Caffo, PhD",4.5stars,86,Approx. 5 hours to complete,Coursera
Story and Narrative Development for Video Games,https://www.coursera.org/learn/video-game-story?specialization=game-design,"In this course, you will examine how storytelling acts as a vital mechanism for driving video gameplay forward. Looking at several historical and contemporary games, you will be asked to evaluate and interpret different story styles with the goal of identifying themes and procedures for your own game ideas. We'll examine traditional narrative story processes, such as three-act structure, and how they fit into game story flows and the strategic elements of gameplay.  Ultimately, you will learn how to define character, setting, and structure to create a compelling game concept.",Arts and Humanities,Music and Art,Course,English,"Subtitles: Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Portuguese (Brazilian), Vietnamese, German, Russian, English, Spanish","Interactive Storytelling,Video Game Development,Video Game Design,Game Design,",Dariush Derakhshani,4.7stars,"1,144",Approx. 11 hours to complete,Coursera
Securing and Integrating Components of your Application,https://www.coursera.org/learn/securing-integrating-components-app?specialization=developing-apps-gcp,"In this course, application developers learn how to design and develop cloud-native applications that seamlessly integrate managed services from Google Cloud. Through a combination of presentations, demos, and hands-on labs, participants learn how to develop more secure applications, implement federated identity management, and integrate application components by using messaging, event-driven processing, and API gateways.",Computer Science,Software Development,Course,English,Subtitles: English,"Application Programming Interfaces (API),Cloud Functions,Identity Management (IDM),Cloud Endpoints,Publish–Subscribe Pattern,",Google Cloud Training,4.6stars,"1,311",Approx. 14 hours to complete,Coursera
Algorithms on Strings,https://www.coursera.org/learn/algorithms-on-strings?specialization=data-structures-algorithms,"World and internet is full of textual information. We search for information using textual queries, we read websites, books, e-mails. All those are strings from the point of view of computer science. To make sense of all that information and make search efficient, search engines use many string algorithms. Moreover, the emerging field of personalized medicine uses many search algorithms to find disease-causing mutations in the human genome. In this online course you will learn key pattern matching concepts: tries, suffix trees, suffix arrays and even the Burrows-Wheeler transform.",Computer Science,Algorithms,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Suffix Tree,Suffix Array,Knuth–Morris–Pratt (KMP) Algorithm,Algorithms On Strings,",Neil Rhodes,4.5stars,"1,022",Approx. 18 hours to complete,Coursera
Strategic Thinking,https://www.coursera.org/learn/strategicthinking?specialization=strategicthinkingforeveryone,"Planning will get you far, but only if you know what you’re planning for. To think strategically, you need to analyze insights and evaluate possible scenarios before building that strategy. It’s possible to eliminate some uncertainties and identify trends, but you need the right process. You’ll have to gain insights first, and then take a long look at what you have. With all the right information, you can start to make informed decisions about your next steps.",Personal Development,Personal Development,Course,English,Subtitles: English,,CareerCatalyst,,,Approx. 7 hours to complete,Coursera
Ideal Gases,https://www.coursera.org/learn/ideal-gases?specialization=statistical-thermodynamics-engineering,"Course 3 of Statistical Thermodynamics, Ideal Gases, explores the behavior of systems when intermolecular forces are not important. This done by evaluating the appropriate partition functions for translational, rotational, vibrational and/or electronic motion.  We start with pure ideal gases including monatomic, diatomic and polyatomic species. We then discuss both non-reacting and reacting ideal gas mixtures as both have many industrial applications. Computational methods for calculating equilibrium properties are introduced. We also discuss practical sources of ideal gas properties. Interestingly, in addition to normal low density gases, photons and electrons in metals can be described as though they are ideal gases and so we discuss them.",Physical Science and Engineering,Mechanical Engineering,Course,English,"Subtitles: French, Portuguese (European), Russian, English, Spanish","Mechanical Engineering,Chemistry,Thermodynamics,Gases,",John W. Daily,4.5stars,135,Approx. 5 hours to complete,Coursera
TOEFL Test-Taking Strategies,https://www.coursera.org/learn/toefl-test-taking-strategies?specialization=toefl-preparation,"This course prepares non-native speakers of English to take the TOEFL iBT exam by providing helpful tips and proven techniques for successfully completing the reading, listening, speaking, and writing sections of the iBT. In this course, you will learn a variety of strategies such as note-taking, using templates, and analyzing speech patterns, and you will review many sample questions and responses.",Language Learning,Learning English,Course,English,Subtitles: English,,Shiva Sutherland,4.7stars,95,Approx. 7 hours to complete,Coursera
Developing Your Musicianship,https://www.coursera.org/learn/develop-your-musicianship?specialization=musicianship-specialization,"Learn the basic concepts and approaches needed to understand, create, and perform contemporary music.",Arts and Humanities,Music and Art,Course,English,"Subtitles: Ukrainian, Portuguese (European), Chinese (Simplified), Portuguese (Brazilian), English, Spanish, Lithuanian","Aurally identify chords,Piano,Read lead sheets,Aurally identify musical intervals,Read music notation,","George W. Russell, Jr.",4.8stars,"1,239",Approx. 17 hours to complete,Coursera
C++ Class Development,https://www.coursera.org/learn/cpp-class-development?specialization=cplusplusunrealgamedevelopment,This course is the third course in the specialization about learning how to develop video games using the C++ programming language and the Unreal game engine on Windows or Mac. ,Computer Science,Software Development,Course,English,Subtitles: English,,"Dr. Tim ""Dr. T"" Chamillard",4.9stars,12,Approx. 18 hours to complete,Coursera
Bioinformatics Capstone: Big Data in Biology,https://www.coursera.org/learn/bioinformatics-project?specialization=bioinformatics,"In this course, you will learn how to use the BaseSpace cloud platform developed by Illumina (our industry partner) to apply several standard bioinformatics software approaches to real biological data.",Health,Health Informatics,Course,English,Subtitles: English,,Phillip Compeau,3.8stars,24,Approx. 12 hours to complete,Coursera
Music Business Foundations,https://www.coursera.org/learn/music-business-foundations?specialization=business-music-production,"This course has been developed to provide students with the latest instruction on the best way for creators, consumers, and facilitators to navigate the resurgence of one of the world’s most exciting industries: the music business. Three things are clear about today’s music industry: The consumption of music is expanding at the greatest rate in history and from the most portals ever imagined, the cost of producing music is decreasing, and the number of artists creating and seeking to expose their work and develop careers through the Internet has increased dramatically. Whether you’re a music creator, consumer, or facilitator of this process, you’ll want to understand the history, underpinnings, and basics of the music business. Course author John Kellogg—administrator, educator, entertainment lawyer, performer, and radio and television personality—offers students the opportunity to learn the fundamental principles of the developing new music business, for now and into the future.",Arts and Humanities,Music and Art,Course,English,Subtitles: English,"Music business,Revenue streams,Teambuilding,Copyright,Contracts,","John P. Kellogg, Esq.",4.9stars,"2,473",Approx. 12 hours to complete,Coursera
Business Intelligence and Competitive Analysis,https://www.coursera.org/learn/businessintelligence?specialization=supply-chain-analytics,"By the end of 2019, it is clear that American Airlines (AAL), the world’s largest airline group and a SP500 company, is in trouble. With the growth rate of its stock price ranked at the bottom of all major US airlines and going in the opposite direction from the SP500 index, AAL needs to find out what is going on, and how to turn the company and its stock price around.",Business,Business Essentials,Course,English,Subtitles: English,"Management Consulting,Benchmarking,Data Analysis,Business Intelligence,Competitive Analysis,",Yao Zhao,4.4stars,189,Approx. 10 hours to complete,Coursera
What Is Contemporary Art?,https://www.coursera.org/learn/contemporary-art?specialization=modern-contemporary-art-design,"What is contemporary art? In this course, you’ll consider this question through more than 70 works of art made between 1980 and the present, with a focus on art from the past decade. You’ll hear directly from artists, architects, and designers from around the globe about their creative processes, materials, and inspiration.",Arts and Humanities,Music and Art,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Creativity,Art,History,Museums,Art History,",Sophie Cavoulacos,4.7stars,"1,741",Approx. 11 hours to complete,Coursera
Influencing People,https://www.coursera.org/learn/influencing-people?specialization=leading-teams,"This course will improve your ability to influence people in situations where you cannot use formal authority. You will learn about effective ways to build, develop, and sustain a power base in your organization. You will also learn influence tactics that enable you to be more persuasive and influential in working with your superiors, peers, and even subordinates. In addition, you will learn how to build and maintain high-quality relationships to further maximize your informal power and ability to influence others. Importantly, you will distinguish between influence and manipulation and learn how to protect yourself from the unwanted influence of others.",Business,Business Essentials,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Portuguese (Brazilian), Vietnamese, Korean, German, Russian, English, Spanish","Leadership,Management,Social Skills,Influencer Marketing,","Maxim Sytch, Ph.D.",4.8stars,"3,779",Approx. 10 hours to complete,Coursera
Creativity And Entrepreneurship ,https://www.coursera.org/learn/creativity-entrepreneurship?specialization=music-business,Creativity & Entrepreneurship will help you tap into your inner creativity and learn how to leverage it for career development or business innovation.,Business,Leadership and Management,Course,English,"Subtitles: French, Portuguese (European), Russian, English, Spanish","Rapid Prototyping,Hone observation skills,Presentation Skills,Teambuilding,",Panos Panay,4.7stars,323,Approx. 8 hours to complete,Coursera
Object-Oriented Design,https://www.coursera.org/learn/object-oriented-design?specialization=software-design-architecture,"This course takes Java beginners to the next level by covering object-oriented analysis and design. You will discover how to create modular, flexible, and reusable software, by applying object-oriented design principles and guidelines. And, you will be able to communicate these designs in a visual notation known as Unified Modelling Language (UML).",Computer Science,Software Development,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Object-Oriented Design,Object-Oriented Analysis And Design,Unified Modeling Language (UML),",Kenny Wong,4.7stars,"2,152",Approx. 17 hours to complete,Coursera
Advanced Manufacturing Process Analysis,https://www.coursera.org/learn/advanced-manufacturing-process-analysis?specialization=digital-manufacturing-design-technology,"Variability is a fact of life in manufacturing environments, impacting product quality and yield. Through this course, students will learn why performing advanced analysis of manufacturing processes is integral for diagnosing and correcting operational flaws in order to improve yields and reduce costs.   ",Physical Science and Engineering,Mechanical Engineering,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",,Rahul Rai,4.6stars,"1,148",Approx. 13 hours to complete,Coursera
Palliative Care Capstone Projects,https://www.coursera.org/learn/palliative-care-capstone-project?specialization=palliative-care,"In the Capstone Course you have the opportunity to put what you have been learning about in the Palliative Care Specialization into practice. Our team has created five activities that directly relate to what you have been learning in the course. You will need to talk with someone you know, perhaps a friend or family member, about their experiences living with serious and life limiting illness. You may want to engage several people as you go through the 5 assignments as they each will have unique experiences. ",Health,Patient Care,Course,English,"Subtitles: French, Portuguese (European), Russian, English, Spanish",,Amos Bailey,4.8stars,29,Approx. 23 hours to complete,Coursera
